date,cfr_62,cfr_65,port_stock_62,port_stock_65,inventories_mt,steel_production_mt,steel_inventories_mt
2020-05-12,88.42,106.14,,,113.0,234.0,9.5
2020-05-26,92.17,108.63,,,110.0,319.0,8.2
2020-06-09,103.38,116.56,,,109.0,319.0,7.4
2020-06-23,102.46,115.23,,,108.0,412.0,7.2
2020-07-07,102.22,114.96,,,110.0,412.0,7.2
2020-07-21,108.45,120.14,,,112.0,499.0,7.6
2020-08-04,115.36,125.52,,,117.0,499.0,7.9
2020-08-18,123.23,130.65,,,117.0,593.0,7.8
2020-09-01,123.56,137.06,,,116.0,593.0,7.9
2020-09-15,127.99,140.73,,,119.0,593.0,8.0
2020-09-29,123.74,136.69,,,120.0,689.0,7.9
2020-10-13,121.22,132.94,,,124.0,689.0,7.7
2020-10-27,120.06,132.77,,,128.0,782.0,7.1
2020-11-10,120.83,133.18,,,131.0,782.0,6.1
2020-11-24,123.92,136.09,,,132.0,874.0,4.9
2020-12-08,146.43,158.91,,,129.0,874.0,4.2
2020-12-22,156.71,169.03,,,126.0,961.0,3.5
2021-01-05,166.04,184.33,,,127.0,961.0,3.4
2021-01-19,169.8,191.48,,,125.0,961.0,3.8
2021-02-02,148.07,171.6,,,126.0,1053.0,4.9
2021-02-16,162.79,186.54,,,126.0,1053.0,6.6
2021-03-02,172.98,196.62,,,129.0,1053.0,10.1
2021-03-16,167.24,191.88,,,131.0,175.0,11.6
2021-03-30,166.86,193.23,,,134.0,175.0,10.8
2021-04-13,171.02,201.43,,,134.0,175.0,9.8
2021-04-27,180.17,213.17,,,136.0,271.0,8.6
2021-05-11,219.8,253.43,,,133.0,271.0,8.0
2021-06-08,207.44,237.98,,,128.0,375.0,6.8
2021-06-22,212.96,243.52,,,125.0,473.0,6.8
2021-07-06,217.08,249.87,,,124.0,473.0,7.1
2021-07-14,216.93,249.26,1558.0,1808.0,116.75,,18.06
2021-07-19,219.43,253.02,1536.0,1763.0,117.45,,18.05
2021-07-20,219.19,252.99,,,129.0,563.0,7.4
2021-07-27,213.08,247.47,1436.0,1662.0,119.95,,18.02
2021-07-28,213.54,247.9,1446.0,1669.0,119.95,,18.02
2021-07-29,213.15,247.32,1465.0,1685.0,119.95,,18.02
2021-07-30,211.99,246.1,1376.0,1596.0,120.7,,17.98
2021-08-02,181.26,214.31,1343.0,1575.0,120.7,,17.98
2021-08-03,182.47,215.22,1355.0,1591.0,120.7,563.0,7.2
2021-08-04,182.31,214.66,1347.0,1594.0,120.7,,17.98
2021-08-05,173.63,205.44,1348.0,1595.0,120.7,,17.98
2021-08-06,172.35,202.6,1322.0,1577.0,118.46,,18.12
2021-08-09,166.2,196.06,1298.0,1563.0,118.46,,18.12
2021-08-10,165.77,196.29,1237.0,1512.0,118.46,,18.12
2021-08-11,168.56,199.11,1226.0,1510.0,118.46,,18.12
2021-08-12,164.96,195.41,1204.0,1506.0,118.46,,18.12
2021-08-13,165.33,195.74,1177.0,1495.0,118.65,,18.0
2021-08-16,165.97,196.49,1154.0,1488.0,118.65,,18.0
2021-08-17,164.73,195.21,1135.0,1477.0,118.65,649.0,7.1
2021-08-18,160.25,190.2,1122.0,1467.0,118.65,,18.0
2021-08-19,151.99,178.91,1114.0,1459.0,118.65,,18.0
2021-08-20,154.31,180.48,1040.0,1379.0,120.33,,17.91
2021-08-23,154.15,180.53,1050.0,1382.0,120.33,,17.91
2021-08-24,157.79,183.99,1050.0,1378.0,120.33,,17.91
2021-08-25,158.36,184.07,1050.0,1364.0,120.33,,17.91
2021-08-26,158.78,184.0,1043.0,1341.0,120.33,,17.91
2021-08-27,159.59,185.02,1049.0,1330.0,121.46,,17.72
2021-08-30,159.56,184.97,1077.0,1342.0,121.46,,17.72
2021-08-31,159.25,184.5,1083.0,1332.0,121.46,649.0,7.1
2021-09-01,142.99,162.92,1048.0,1283.0,121.46,,17.72
2021-09-02,140.51,160.77,1047.0,1269.0,121.46,,17.72
2021-09-03,145.07,165.56,1061.0,1273.0,122.55,,17.49
2021-09-06,134.19,154.4,1051.0,1264.0,122.55,,17.49
2021-09-07,138.75,159.33,1051.0,1262.0,122.55,,17.49
2021-09-08,134.69,155.44,1043.0,1254.0,122.55,,17.49
2021-09-09,133.07,154.07,1043.0,1263.0,122.55,,17.49
2021-09-10,131.76,152.51,1005.0,1235.0,129.62,,16.89
2021-09-13,127.57,149.07,1004.0,1242.0,129.62,,16.89
2021-09-14,126.79,149.14,928.0,1175.0,129.62,649.0,7.0
2021-09-15,123.49,146.17,926.0,1169.0,129.62,,16.89
2021-09-16,118.53,141.46,918.0,1159.0,129.62,,16.89
2021-09-17,114.55,137.43,844.0,1072.0,129.29,,16.44
2021-09-20,113.1,136.32,844.0,1072.0,129.29,,16.44
2021-09-21,112.94,136.2,844.0,1072.0,129.29,,16.44
2021-09-22,117.52,140.35,762.0,981.0,129.29,,16.44
2021-09-23,118.1,140.85,766.0,973.0,129.29,,16.44
2021-09-24,118.35,140.98,774.0,972.0,127.35,,15.83
2021-09-27,120.45,143.28,868.0,1055.0,127.35,,15.83
2021-09-28,119.17,142.42,867.0,1047.0,127.35,733.0,7.0
2021-09-29,119.37,142.54,863.0,1044.0,127.35,,15.83
2021-09-30,119.65,142.83,865.0,1038.0,130.78,,14.02
2021-10-01,115.47,137.97,865.0,1038.0,130.78,,14.02
2021-10-04,117.92,140.67,865.0,1038.0,130.78,,14.02
2021-10-05,117.71,140.46,865.0,1038.0,130.78,,14.02
2021-10-06,117.87,140.63,865.0,1038.0,130.78,,14.02
2021-10-07,118.25,141.0,865.0,1038.0,130.78,,14.02
2021-10-08,123.08,145.88,902.0,1062.0,130.78,,14.02
2021-10-11,131.71,153.92,911.0,1068.0,130.78,,14.02
2021-10-12,126.78,148.78,926.0,1082.0,130.78,733.0,6.3
2021-10-13,122.58,145.28,920.0,1071.0,130.78,,14.02
2021-10-14,124.0,147.45,911.0,1062.0,130.78,,14.02
2021-10-15,123.54,147.48,924.0,1075.0,137.82,,15.11
2021-10-18,123.65,147.95,920.0,1069.0,137.82,,15.11
2021-10-19,123.2,146.95,908.0,1054.0,137.82,,15.11
2021-10-20,123.08,146.76,895.0,1039.0,137.82,,15.11
2021-10-21,121.13,144.23,884.0,1028.0,137.82,,15.11
2021-10-22,121.52,144.74,869.0,1014.0,138.77,,13.68
2021-10-25,122.02,144.93,883.0,1031.0,138.77,,13.68
2021-10-26,122.15,144.28,871.0,1023.0,138.77,806.0,5.9
2021-10-28,121.66,143.44,857.0,1008.0,138.77,,13.68
2021-10-29,121.23,143.24,836.0,987.0,142.82,,13.58
2021-11-01,102.1,120.33,809.0,980.0,142.82,,13.58
2021-11-02,96.12,114.72,801.0,988.0,142.82,,13.58
2021-11-03,99.21,117.64,796.0,983.0,142.82,,13.58
2021-11-04,96.19,114.62,748.0,935.0,142.82,,13.58
2021-11-05,93.72,111.38,741.0,946.0,145.12,,13.61
2021-11-08,93.68,111.34,688.0,914.0,145.12,,13.61
2021-11-09,93.0,110.6,673.0,915.0,145.12,806.0,5.4
2021-11-10,90.7,106.45,667.0,905.0,145.12,,13.61
2021-11-11,94.08,109.42,642.0,876.0,145.12,,13.61
2021-11-12,92.1,107.43,642.0,861.0,146.12,,13.26
2021-11-15,91.56,107.06,640.0,883.0,146.12,,13.26
2021-11-16,91.99,107.36,622.0,866.0,146.12,,13.26
2021-11-17,91.78,107.08,603.0,854.0,146.12,,13.26
2021-11-18,90.56,106.02,593.0,844.0,146.12,,13.26
2021-11-19,92.64,108.1,587.0,843.0,147.33,,12.8
2021-11-22,93.57,109.03,596.0,850.0,147.33,,12.8
2021-11-23,94.76,109.96,614.0,865.0,147.33,877.0,4.9
2021-11-24,96.06,111.67,682.0,932.0,147.33,,12.8
2021-11-25,95.59,111.2,675.0,913.0,147.33,,12.8
2021-11-26,94.69,110.32,664.0,885.0,148.75,,12.53
2021-11-29,95.17,110.97,672.0,877.0,148.75,,12.53
2021-11-30,94.97,110.92,688.0,881.0,148.75,,12.53
2021-12-01,103.23,119.58,694.0,888.0,148.75,,12.53
2021-12-02,100.83,117.22,706.0,900.0,148.75,,12.53
2021-12-03,100.72,117.34,693.0,887.0,150.41,,11.65
2021-12-06,101.89,118.85,702.0,896.0,150.41,,11.65
2021-12-07,107.78,125.06,735.0,929.0,150.41,877.0,4.4
2021-12-08,107.74,125.36,743.0,937.0,150.41,,11.65
2021-12-09,105.45,122.58,738.0,932.0,150.41,,11.65
2021-12-10,105.17,122.71,728.0,922.0,150.57,,10.85
2021-12-13,108.93,127.14,755.0,949.0,150.57,,10.85
2021-12-14,107.56,126.05,753.0,947.0,150.57,,10.85
2021-12-15,107.79,126.59,748.0,942.0,150.57,,10.85
2021-12-16,110.11,128.69,763.0,957.0,150.57,,10.85
2021-12-17,111.79,130.54,773.0,967.0,152.72,,10.16
2021-12-20,114.03,133.2,799.0,993.0,152.72,,10.16
2021-12-21,114.55,133.92,813.0,1007.0,152.72,946.0,4.0
2021-12-22,113.99,133.66,827.0,1021.0,152.72,,10.16
2021-12-23,113.78,132.95,822.0,1015.0,152.72,,10.16
2021-12-24,114.22,134.23,842.0,1036.0,150.95,,9.78
2021-12-27,113.43,133.1,834.0,1028.0,150.95,,9.78
2021-12-28,112.71,132.38,818.0,1012.0,150.95,,9.78
2021-12-29,112.4,132.07,808.0,1002.0,150.95,,9.78
2021-12-30,112.72,132.34,805.0,999.0,150.95,,9.78
2022-01-04,122.09,145.25,813.0,1007.0,152.07,946.0,3.8
2022-01-05,124.21,148.15,828.0,1022.0,152.07,,9.58
2022-01-06,126.98,152.31,829.0,1023.0,152.07,,9.58
2022-01-07,126.73,152.4,858.0,1052.0,151.81,,9.76
2022-01-10,125.05,151.26,860.0,1054.0,151.81,,9.76
2022-01-11,127.62,154.67,865.0,1059.0,151.81,,9.76
2022-01-12,129.78,157.45,886.0,1078.0,151.81,,9.76
2022-01-13,127.79,154.96,887.0,1081.0,151.81,,9.76
2022-01-14,126.8,153.8,882.0,1076.0,152.64,,9.94
2022-01-17,125.65,152.11,861.0,1055.0,152.64,,9.94
2022-01-18,126.68,153.35,850.0,1044.0,152.64,1033.0,4.0
2022-01-19,128.08,155.08,874.0,1068.0,152.64,,9.94
2022-01-21,130.36,157.9,918.0,1111.0,150.08,,10.51
2022-01-24,129.21,156.75,930.0,1124.0,150.08,,10.51
2022-01-25,130.29,158.12,936.0,1130.0,150.08,,10.51
2022-01-26,130.5,158.54,946.0,1140.0,150.08,,10.51
2022-01-27,130.5,158.67,953.0,1147.0,150.08,,10.51
2022-01-28,131.39,159.55,968.0,1162.0,149.02,,12.11
2022-01-31,131.15,159.89,,,,,
2022-02-01,137.73,166.58,,,154.0,1033.0,4.9
2022-02-04,145.55,175.13,968.0,1162.0,149.02,,12.11
2022-02-07,148.4,177.87,1005.0,1198.0,149.02,,12.11
2022-02-08,148.93,178.1,1017.0,1211.0,149.02,,12.11
2022-02-09,146.71,175.24,987.0,1181.0,149.02,,12.11
2022-02-10,152.05,181.07,1003.0,1197.0,149.02,,12.11
2022-02-11,149.75,178.88,1010.0,1204.0,154.19,,12.11
2022-02-14,148.86,177.7,996.0,1190.0,154.19,,12.11
2022-02-15,142.15,171.53,922.0,1116.0,154.19,1033.0,7.0
2022-02-16,143.78,173.14,928.0,1122.0,154.19,,12.11
2022-02-17,141.11,170.65,900.0,1094.0,154.19,,16.52
2022-02-18,140.31,169.78,895.0,1089.0,155.39,,17.92
2022-02-21,142.94,172.2,894.0,1080.0,155.39,,17.92
2022-02-22,142.18,170.86,899.0,1084.0,155.39,,17.92
2022-02-23,142.17,170.84,919.0,1108.0,155.39,,17.92
2022-02-24,142.18,171.0,920.0,1113.0,155.39,,17.92
2022-02-25,141.56,170.29,916.0,1113.0,154.07,,19.28
2022-02-28,141.99,171.66,920.0,1122.0,154.07,,19.28
2022-03-01,145.97,173.58,938.0,1139.0,154.07,1033.0,8.7
2022-03-02,146.4,175.14,968.0,1174.0,154.07,,19.28
2022-03-03,154.43,185.17,1012.0,1219.0,154.07,,19.28
2022-03-04,152.9,183.07,1022.0,1129.0,153.64,,20.26
2022-03-07,161.1,191.61,1053.0,1260.0,153.64,,20.26
2022-03-08,160.98,191.36,1052.0,1258.0,153.64,,20.26
2022-03-09,158.87,188.87,1044.0,1255.0,153.64,,20.26
2022-03-10,158.31,188.59,1030.0,1227.0,153.64,,20.26
2022-03-11,154.31,184.27,1019.0,1214.0,153.24,,20.25
2022-03-14,148.45,178.11,1005.0,1198.0,153.24,,20.25
2022-03-15,143.23,173.05,988.0,1180.0,153.24,1033.0,9.2
2022-03-16,149.06,179.14,989.0,1178.0,153.24,,20.25
2022-03-17,148.67,178.52,998.0,1190.0,153.24,,20.25
2022-03-18,151.35,180.77,1022.0,1219.0,150.07,,20.16
2022-03-21,150.23,179.67,1022.0,1219.0,150.07,,20.16
2022-03-22,148.48,177.87,1017.0,1215.0,150.07,,20.16
2022-03-23,148.92,177.77,1012.0,1209.0,150.07,,20.16
2022-03-24,149.01,177.55,1014.0,1214.0,150.07,,20.16
2022-03-25,150.17,178.58,1021.0,1220.0,150.43,,20.16
2022-03-28,150.03,178.22,1066.0,1265.0,150.43,,20.16
2022-03-29,150.31,178.54,1053.0,1252.0,150.43,158.0,9.1
2022-03-30,150.88,179.03,1061.0,1254.0,150.43,,20.16
2022-03-31,150.84,179.02,1056.0,1245.0,150.43,,20.16
2022-04-01,159.98,183.29,1055.0,1239.0,149.35,,19.42
2022-04-06,160.07,184.01,1083.0,1262.0,149.35,,19.42
2022-04-07,156.64,180.76,1044.0,1217.0,149.35,,19.42
2022-04-08,155.5,179.67,1044.0,1216.0,147.4,,19.66
2022-04-11,153.18,177.19,1018.0,1190.0,147.4,,19.66
2022-04-12,155.83,179.53,1039.0,1212.0,147.4,158.0,9.1
2022-04-13,153.72,176.98,1020.0,1194.0,147.4,,19.66
2022-04-14,155.14,178.36,1018.0,1193.0,147.4,,19.66
2022-04-18,155.18,178.43,1070.0,1251.0,143.62,,19.59
2022-04-19,153.49,177.49,1062.0,1243.0,143.62,,19.59
2022-04-20,153.57,177.53,1058.0,1239.0,143.62,,19.59
2022-04-21,153.35,177.23,1058.0,1238.0,143.62,,19.59
2022-04-25,149.73,173.94,975.0,1150.0,142.69,,19.28
2022-04-26,150.39,174.67,975.0,1149.0,142.69,243.0,8.7
2022-04-27,150.52,175.0,979.0,1150.0,142.69,,19.28
2022-04-28,150.61,175.26,986.0,1156.0,142.69,,19.28
2022-04-29,150.77,175.85,1008.0,1177.0,140.09,,18.97
2022-05-03,143.56,167.73,1008.0,1177.0,140.09,,18.97
2022-05-04,142.8,167.27,1008.0,1177.0,140.09,,18.97
2022-05-05,145.2,169.48,1025.0,1194.0,140.09,,18.97
2022-05-06,138.44,162.57,999.0,1167.0,140.09,,19.12
2022-05-09,131.99,156.52,969.0,1136.0,140.09,,19.12
2022-05-10,130.27,154.24,938.0,1102.0,140.09,243.0,8.1
2022-05-11,134.2,157.99,960.0,1124.0,140.09,,19.12
2022-05-12,130.16,154.13,958.0,1122.0,140.09,,19.12
2022-05-13,130.93,154.81,968.0,1133.0,135.11,,18.88
2022-05-16,132.5,156.56,969.0,1136.0,135.11,,18.88
2022-05-17,131.58,155.93,972.0,1138.0,135.11,,18.88
2022-05-18,129.92,154.15,954.0,1123.0,135.11,,18.88
2022-05-19,131.03,155.18,962.0,1135.0,135.11,,18.88
2022-05-20,134.36,158.88,990.0,1167.0,130.84,,18.54
2022-05-23,134.29,158.65,1000.0,1179.0,130.84,,18.54
2022-05-24,133.1,157.39,979.0,1159.0,130.84,336.0,7.9
2022-05-25,133.34,157.66,991.0,1170.0,130.84,,18.54
2022-05-26,132.47,156.79,971.0,1149.0,130.84,,18.54
2022-05-27,133.41,157.72,998.0,1173.0,129.67,,18.42
2022-05-30,133.6,157.9,1004.0,1179.0,129.67,,18.42
2022-05-31,133.51,157.91,1028.0,1201.0,129.67,,18.42
2022-06-01,135.34,158.36,1009.0,1182.0,129.67,,18.42
2022-06-02,142.2,165.11,1046.0,1214.0,127.51,,17.96
2022-06-06,145.24,167.9,1031.0,1195.0,127.51,,17.96
2022-06-07,145.81,166.74,1035.0,1197.0,127.51,336.0,7.7
2022-06-08,145.88,166.84,1026.0,1184.0,127.51,,17.96
2022-06-09,143.82,164.68,1030.0,1188.0,127.51,,17.96
2022-06-10,142.37,163.3,1008.0,1166.0,123.71,,18.12
2022-06-13,139.53,160.36,991.0,1149.0,123.71,,18.12
2022-06-14,138.26,159.37,982.0,1136.0,123.71,,18.12
2022-06-15,135.47,156.58,975.0,1122.0,123.71,,18.12
2022-06-16,135.04,155.96,952.0,1095.0,123.71,,18.12
2022-06-17,131.38,152.06,925.0,1067.0,121.99,,18.41
2022-06-20,128.0,148.03,848.0,987.0,121.99,,18.41
2022-06-21,128.93,149.18,841.0,980.0,121.99,435.0,7.9
2022-06-22,127.02,147.15,837.0,976.0,121.99,,18.41
2022-06-23,129.32,149.41,805.0,945.0,121.99,,18.41
2022-06-24,128.53,148.06,818.0,960.0,121.35,,18.47
2022-06-27,129.68,149.37,829.0,971.0,121.35,,18.47
2022-06-28,130.28,149.86,874.0,1016.0,121.35,,18.47
2022-06-29,130.11,149.86,888.0,1039.0,121.35,,18.47
2022-06-30,130.0,149.74,872.0,1035.0,121.35,,18.47
2022-07-01,115.23,130.67,838.0,1001.0,122.0,,17.83
2022-07-04,109.94,124.81,826.0,994.0,122.0,,17.83
2022-07-05,113.42,127.93,806.0,976.0,122.0,435.0,7.7
2022-07-06,112.33,126.24,809.0,981.0,122.0,,17.83
2022-07-07,114.18,127.84,830.0,1002.0,122.0,,17.83
2022-07-08,113.76,127.36,836.0,1008.0,122.18,,17.19
2022-07-11,111.65,125.21,818.0,974.0,122.18,,17.19
2022-07-12,108.19,121.22,786.0,930.0,122.18,,17.19
2022-07-13,110.26,123.21,793.0,937.0,122.18,,17.19
2022-07-14,104.96,117.34,774.0,919.0,122.18,,17.19
2022-07-15,103.07,115.5,761.0,899.0,126.08,,16.58
2022-07-18,105.26,117.4,717.0,852.0,126.08,,16.58
2022-07-19,103.14,115.29,701.0,832.0,126.08,527.0,7.0
2022-07-20,104.1,115.64,700.0,830.0,126.08,,16.58
2022-07-21,103.36,115.51,681.0,811.0,126.08,,16.58
2022-07-22,104.46,116.62,687.0,814.0,127.81,,15.61
2022-07-25,105.01,117.36,719.0,843.0,127.81,,15.61
2022-07-26,106.35,118.77,725.0,853.0,127.81,,15.61
2022-07-27,106.47,118.84,761.0,894.0,127.81,,15.61
2022-07-28,107.55,119.81,798.0,930.0,127.81,,15.61
2022-07-29,107.22,119.6,798.0,928.0,131.39,,14.6
2022-08-01,114.86,127.47,810.0,940.0,131.39,,14.6
2022-08-02,114.74,127.15,801.0,920.0,131.39,527.0,6.2
2022-08-03,110.38,122.47,805.0,911.0,131.39,,14.6
2022-08-04,106.5,118.28,774.0,868.0,131.39,,14.6
2022-08-05,109.11,121.45,797.0,878.0,133.13,,13.75
2022-08-08,110.95,123.44,816.0,886.0,133.13,,13.75
2022-08-09,109.28,122.2,803.0,874.0,133.13,,13.75
2022-08-10,109.27,122.2,805.0,876.0,133.13,,13.75
2022-08-11,111.01,123.81,808.0,881.0,133.13,,13.75
2022-08-15,106.79,119.16,787.0,862.0,135.0,,13.15
2022-08-16,106.63,119.01,786.0,860.0,135.0,609.0,5.6
2022-08-17,104.59,116.89,763.0,840.0,135.0,,13.15
2022-08-18,104.72,117.17,749.0,828.0,135.0,,13.15
2022-08-19,104.21,116.65,763.0,842.0,135.07,,12.77
2022-08-22,104.37,116.93,763.0,843.0,135.07,,12.77
2022-08-23,104.92,117.53,774.0,870.0,135.07,,12.77
2022-08-24,105.15,117.76,774.0,884.0,135.07,,12.77
2022-08-25,104.96,117.6,775.0,901.0,135.07,,12.77
2022-08-26,105.38,118.05,775.0,900.0,135.07,,12.5
2022-08-29,105.12,117.78,763.0,903.0,135.07,,12.5
2022-08-30,104.49,117.14,736.0,875.0,135.07,609.0,5.2
2022-08-31,104.76,117.53,743.0,881.0,135.07,,12.5
2022-09-01,96.39,108.69,749.0,887.0,135.07,,12.5
2022-09-02,95.34,107.74,733.0,868.0,136.21,,12.56
2022-09-05,98.47,110.73,742.0,877.0,136.21,,12.56
2022-09-06,97.61,109.65,750.0,878.0,136.21,,12.56
2022-09-07,97.18,109.08,745.0,871.0,136.21,,12.56
2022-09-08,100.09,111.92,762.0,883.0,136.21,,12.56
2022-09-09,102.23,113.88,763.0,883.0,132.88,,12.32
2022-09-13,102.13,113.97,774.0,890.0,132.88,609.0,4.9
2022-09-14,100.51,112.36,765.0,881.0,132.88,,12.32
2022-09-15,100.58,112.51,775.0,886.0,132.88,,12.32
2022-09-16,99.06,110.99,762.0,862.0,133.24,,12.52
2022-09-19,98.63,110.56,764.0,854.0,133.24,,12.52
2022-09-20,98.33,110.33,780.0,878.0,133.24,,12.52
2022-09-22,98.96,111.13,767.0,867.0,133.24,,12.52
2022-09-23,98.91,110.99,766.0,867.0,128.15,,12.29
2022-09-26,98.43,110.52,759.0,858.0,128.15,,12.29
2022-09-27,98.61,110.89,753.0,880.0,128.15,693.0,4.8
2022-09-28,98.21,110.48,761.0,885.0,128.15,,12.29
2022-09-29,98.35,110.57,760.0,889.0,128.15,,12.29
2022-09-30,98.31,110.7,766.0,890.0,127.09,,11.45
2022-10-03,93.7,107.31,766.0,890.0,127.09,,11.45
2022-10-04,95.0,108.64,766.0,890.0,127.09,,11.45
2022-10-10,98.08,111.45,791.0,916.0,127.09,,11.45
2022-10-11,96.47,109.69,797.0,922.0,127.09,693.0,4.9
2022-10-12,96.03,109.52,764.0,901.0,127.09,,11.45
2022-10-13,94.9,108.24,708.0,905.0,127.09,,11.45
2022-10-17,94.6,107.51,687.0,914.0,126.55,,11.76
2022-10-25,93.88,106.54,669.0,939.0,125.82,693.0,4.6
2022-10-26,93.47,106.07,664.0,925.0,125.82,,12.41
2022-10-27,92.89,105.5,649.0,913.0,125.82,,12.41
2022-10-28,92.59,105.21,618.0,880.0,126.17,,10.9
2022-10-31,92.43,104.95,586.0,857.0,126.17,,10.9
2022-11-02,82.12,92.9,596.0,864.0,126.17,,10.9
2022-11-03,83.32,94.01,591.0,859.0,126.17,,10.9
2022-11-04,86.97,97.76,612.0,875.0,128.73,,10.32
2022-11-07,87.01,98.15,615.0,869.0,128.73,,10.32
2022-11-08,88.37,98.98,631.0,871.0,128.73,781.0,4.1
2022-11-09,88.68,99.31,625.0,849.0,128.73,,10.32
2022-11-10,87.24,98.25,626.0,847.0,128.73,,10.32
2022-11-11,90.47,101.27,636.0,850.0,128.73,,9.73
2022-11-14,91.59,102.33,655.0,853.0,128.73,,9.73
2022-11-15,92.45,103.26,665.0,846.0,128.73,,9.73
2022-11-16,93.43,104.4,672.0,849.0,128.73,,9.73
2022-11-18,93.9,104.81,698.0,856.0,130.2,,9.15
2022-11-21,92.76,103.73,676.0,837.0,130.2,,9.15
2022-11-22,92.18,103.06,683.0,853.0,130.2,861.0,3.7
2022-11-23,92.43,103.39,680.0,862.0,130.2,,9.15
2022-11-24,92.51,103.64,683.0,872.0,130.2,,9.15
2022-11-25,93.06,104.15,708.0,898.0,131.54,,8.88
2022-11-28,93.01,104.18,699.0,894.0,131.54,,8.88
2022-11-29,93.27,104.45,724.0,909.0,131.54,,8.88
2022-11-30,93.25,104.43,711.0,886.0,131.54,,8.88
2022-12-01,102.94,115.52,720.0,888.0,131.54,,8.88
2022-12-02,106.59,119.66,735.0,904.0,129.43,,8.83
2022-12-05,108.72,121.84,758.0,927.0,129.43,,8.83
2022-12-06,108.41,121.44,750.0,919.0,129.43,861.0,3.6
2022-12-07,106.71,119.73,751.0,919.0,129.43,,8.83
2022-12-08,109.22,122.55,750.0,919.0,129.43,,8.83
2022-12-09,111.28,124.83,777.0,946.0,130.44,,8.88
2022-12-12,109.56,122.84,782.0,950.0,130.44,,8.88
2022-12-13,109.41,122.6,762.0,931.0,130.44,,8.88
2022-12-14,109.38,122.56,754.0,922.0,130.44,,8.88
2022-12-15,111.17,124.41,766.0,935.0,130.44,,8.88
2022-12-16,111.07,124.37,767.0,936.0,130.63,,8.71
2022-12-19,109.46,122.8,764.0,944.0,130.63,,8.71
2022-12-20,110.12,123.42,750.0,919.0,130.63,935.0,3.6
2022-12-21,110.95,124.13,773.0,942.0,130.63,,8.71
2022-12-22,110.93,124.43,776.0,945.0,130.63,,8.71
2022-12-23,110.86,124.31,772.0,940.0,130.01,,8.91
2022-12-26,107.35,114.9,774.0,943.0,130.01,,8.91
2022-12-27,111.25,124.71,789.0,958.0,130.01,,8.91
2022-12-28,111.31,124.86,782.0,951.0,130.01,,8.91
2022-12-29,111.15,124.53,785.0,954.0,130.01,,8.91
2022-12-30,111.28,124.8,801.0,970.0,128.47,,9.36
2023-01-03,117.14,130.78,798.0,967.0,128.47,935.0,3.7
2023-01-04,116.05,129.97,791.0,960.0,128.47,,9.36
