post_id,title,date,year,week,broker,post_url,pdf_url,has_pdf,local_path,file_size_bytes,download_status
1145093,Advanced Shipping &#038; Trading – WEEKLY SHIPPING MARKET REPORT WEEK 33 &#8211; 34 2026,2026-08-22,2026,W33,Advanced Shipping & Trading,https://www.hellenicshippingnews.com/advanced-shipping-trading-weekly-shipping-market-report-week-33-34-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/ADVANCED-MARKET-REPORT-WEEK-33-34.pdf,True,reports/shipbrokers\advanced_shipping\2026\advanced_shipping_2026_W33_ADVANCED-MARKET-REPORT-WEEK-33-34.pdf,1068743.0,cached
1145097,CLARKSONS HELLAS – SnP WEEKLY,2026-08-21,2026,,Clarksons Hellas,https://www.hellenicshippingnews.com/clarksons-hellas-snp-weekly-6/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Weekly-Sales-21st-Aug-2026.pdf,True,reports/shipbrokers\clarksons\2026\clarksons_2026_Weekly-Sales-21st-Aug-2026.pdf,218149.0,cached
1144886,Fearnleys Week 34 2026,2026-08-20,2026,W34,Fearnleys,https://www.hellenicshippingnews.com/fearnleys-week-34-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Fearnleys-Weekly-Report-_-Fearnpulse-2.pdf,True,reports/shipbrokers\fearnleys\2026\fearnleys_2026_W34_Fearnleys-Weekly-Report-_-Fearnpulse-2.pdf,461601.0,cached
1144799,"Banchero Costa Weekly Market Report, Week 33 2026",2026-08-20,2026,W33,Banchero Costa,https://www.hellenicshippingnews.com/banchero-costa-weekly-market-report-week-33-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Bancosta-Weekly-2026-33.pdf,True,reports/shipbrokers\banchero_costa\2026\banchero_costa_2026_W33_Bancosta-Weekly-2026-33.pdf,1116174.0,cached
1144779,Intermodal Weekly Market Report Week 33 2026 Broker’s Insight,2026-08-19,2026,W33,Intermodal Shipbrokers,https://www.hellenicshippingnews.com/intermodal-weekly-market-report-week-33-2026-brokers-insight/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Intermodal-Report-Week-33-2026.pdf,True,reports/shipbrokers\intermodal\2026\intermodal_2026_W33_Intermodal-Report-Week-33-2026.pdf,1251520.0,cached
1144698,"Carriers Sales &#038; Purchase Market Report, Week 33",2026-08-18,2026,W33,Carriers Chartering,https://www.hellenicshippingnews.com/carriers-sales-purchase-market-report-week-33/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/WK-33-26-CARRIERS_SP-MARKET-REPORT.pdf,True,reports/shipbrokers\carriers\2026\carriers_2026_W33_WK-33-26-CARRIERS_SP-MARKET-REPORT.pdf,377432.0,cached
1144666,Xclusiv Shipbrokers Weekly 17th August 2026,2026-08-18,2026,,Xclusiv Shipbrokers,https://www.hellenicshippingnews.com/xclusiv-shipbrokers-weekly-17th-august-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/xclusiv-2026_08_17.pdf,True,reports/shipbrokers\xclusiv\2026\xclusiv_2026_xclusiv-2026_08_17.pdf,1801389.0,cached
1144590,ISM coasters and mini bulkers – Week 33,2026-08-17,2026,W33,ISM (Intership Navigation),https://www.hellenicshippingnews.com/ism-coasters-and-mini-bulkers-week-33-4/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/ISM_coaster_week33.pdf,True,reports/shipbrokers\ism\2026\ism_2026_W33_ISM_coaster_week33.pdf,194961.0,cached
1144669,SSY PACIFIC CAPESIZE INDEX 17 AUGUST 2026,2026-08-17,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-pacific-capesize-index-17-august-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/20260814-Pacific-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260814-Pacific-Capesize-Report.pdf,116938.0,cached
1144670,SSY ATLANTIC CAPESIZE INDEX 17 AUGUST 2026,2026-08-17,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-atlantic-capesize-index-17-august-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/20260814-Atlantic-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260814-Atlantic-Capesize-Report.pdf,117123.0,cached
1144580,Star Asia Shipbroking Weekly Market Report – WEEK 33,2026-08-17,2026,W33,Star Asia Shipbroking,https://www.hellenicshippingnews.com/star-asia-shipbroking-weekly-market-report-week-33-4/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Market-Report-Week-33.pdf,True,reports/shipbrokers\star_asia\2026\star_asia_2026_W33_Market-Report-Week-33.pdf,656451.0,cached
1144556,"Affinity Tanker Weekly, 14 August 2026",2026-08-15,2026,,Affinity Research,https://www.hellenicshippingnews.com/affinity-tanker-weekly-14-august-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Affinity-Tanker-Weekly-14.08.2026-HSN.pdf,True,reports/shipbrokers\affinity\2026\affinity_2026_Affinity-Tanker-Weekly-14.08.2026-HSN.pdf,275037.0,cached
1144553,Gibson tanker report – Running Low,2026-08-15,2026,,Gibson Shipbrokers,https://www.hellenicshippingnews.com/gibson-tanker-report-running-low/,,False,,0.0,no_pdf_published
1144554,CLARKSONS HELLAS – SnP WEEKLY,2026-08-14,2026,,Clarksons Hellas,https://www.hellenicshippingnews.com/clarksons-hellas-snp-weekly-5/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Weekly-Sales-14th-Aug-2026.pdf,True,reports/shipbrokers\clarksons\2026\clarksons_2026_Weekly-Sales-14th-Aug-2026.pdf,229738.0,cached
1144392,Fearnleys Week 33 2026,2026-08-13,2026,W33,Fearnleys,https://www.hellenicshippingnews.com/fearnleys-week-33-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Fearnleys-Weekly-Report-_-Fearnpulse-1.pdf,True,reports/shipbrokers\fearnleys\2026\fearnleys_2026_W33_Fearnleys-Weekly-Report-_-Fearnpulse-1.pdf,517230.0,cached
1144303,"Banchero Costa Weekly Market Report, Week 32 2026",2026-08-12,2026,W32,Banchero Costa,https://www.hellenicshippingnews.com/banchero-costa-weekly-market-report-week-32-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Bancosta-Weekly-2026-32.pdf,True,reports/shipbrokers\banchero_costa\2026\banchero_costa_2026_W32_Bancosta-Weekly-2026-32.pdf,912645.0,cached
1144248,"Carriers Sales &#038; Purchase Market Report, Week 32",2026-08-11,2026,W32,Carriers Chartering,https://www.hellenicshippingnews.com/carriers-sales-purchase-market-report-week-32-2/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/WK-32-26-CARRIERS_SP-MARKET-REPORT.pdf,True,reports/shipbrokers\carriers\2026\carriers_2026_W32_WK-32-26-CARRIERS_SP-MARKET-REPORT.pdf,361264.0,cached
1144213,Xclusiv Shipbrokers Weekly 10th August 2026,2026-08-11,2026,,Xclusiv Shipbrokers,https://www.hellenicshippingnews.com/xclusiv-shipbrokers-weekly-10th-august-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/xclusiv-2026_08_10.pdf,True,reports/shipbrokers\xclusiv\2026\xclusiv_2026_xclusiv-2026_08_10.pdf,1714942.0,cached
1144147,SSY PACIFIC CAPESIZE INDEX 07 AUGUST 2026,2026-08-10,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-pacific-capesize-index-07-august-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/20260807-Pacific-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260807-Pacific-Capesize-Report.pdf,173960.0,cached
1144148,SSY ATLANTIC CAPESIZE INDEX 07 AUGUST 2026,2026-08-10,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-atlantic-capesize-index-07-august-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/20260807-Atlantic-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260807-Atlantic-Capesize-Report.pdf,173935.0,cached
1144052,"Affinity Tanker Weekly, 7 August 2026",2026-08-08,2026,,Affinity Research,https://www.hellenicshippingnews.com/affinity-tanker-weekly-7-august-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Affinity-Tanker-Weekly-07.08.2026-HSN.pdf,True,reports/shipbrokers\affinity\2026\affinity_2026_Affinity-Tanker-Weekly-07.08.2026-HSN.pdf,272326.0,cached
1144091,Advanced Shipping &#038; Trading – WEEKLY SHIPPING MARKET REPORT WEEK 32 2026,2026-08-08,2026,W32,Advanced Shipping & Trading,https://www.hellenicshippingnews.com/advanced-shipping-trading-weekly-shipping-market-report-week-32-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/ADVANCED-MARKET-REPORT-WEEK-32.pdf,True,reports/shipbrokers\advanced_shipping\2026\advanced_shipping_2026_W32_ADVANCED-MARKET-REPORT-WEEK-32.pdf,999626.0,cached
1144051,Gibson tanker report – Black Sea Blues,2026-08-08,2026,,Gibson Shipbrokers,https://www.hellenicshippingnews.com/gibson-tanker-report-black-sea-blues/,,False,,0.0,no_pdf_published
1144087,Agora Shipbroking Corporation: Snapshot of Commercial Indicators Report – Week 32 2026,2026-08-08,2026,W32,Agora Shipbroking,https://www.hellenicshippingnews.com/agora-shipbroking-corporation-snapshot-of-commercial-indicators-report-week-32-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/AGORA.-Week-32-2026.-Snapshot-of-Commercial-Indicators.pdf,True,reports/shipbrokers\agora\2026\agora_2026_W32_AGORA.-Week-32-2026.-Snapshot-of-Commercial-Indicators.pdf,1122059.0,cached
1144096,"Lion Shipbrokers Weekly Market Report, Week 32 2026",2026-08-07,2026,W32,Lion Shipbrokers,https://www.hellenicshippingnews.com/lion-shipbrokers-weekly-market-report-week-32-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Lion-Weekly-Report-07-August-2026-W32.pdf,True,reports/shipbrokers\lion\2026\lion_2026_W32_Lion-Weekly-Report-07-August-2026-W32.pdf,1853642.0,cached
1144094,CLARKSONS HELLAS – SnP WEEKLY,2026-08-07,2026,,Clarksons Hellas,https://www.hellenicshippingnews.com/clarksons-hellas-snp-weekly-4/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Weekly-Sales-7th-August-2026.pdf,True,reports/shipbrokers\clarksons\2026\clarksons_2026_Weekly-Sales-7th-August-2026.pdf,186084.0,cached
1143785,Fearnleys Week 32 2026,2026-08-06,2026,W32,Fearnleys,https://www.hellenicshippingnews.com/fearnleys-week-32-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Fearnleys-Weekly-Report-_-Fearnpulse.pdf,True,reports/shipbrokers\fearnleys\2026\fearnleys_2026_W32_Fearnleys-Weekly-Report-_-Fearnpulse.pdf,420232.0,cached
1143617,Intermodal Weekly Market Report Week 31 2026 Broker’s Insight,2026-08-05,2026,W31,Intermodal Shipbrokers,https://www.hellenicshippingnews.com/intermodal-weekly-market-report-week-31-2026-brokers-insight/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Intermodal-Report-Week-31-2026.pdf,True,reports/shipbrokers\intermodal\2026\intermodal_2026_W31_Intermodal-Report-Week-31-2026.pdf,1164501.0,cached
1143621,"Banchero Costa Weekly Market Report, Week 31 2026",2026-08-05,2026,W31,Banchero Costa,https://www.hellenicshippingnews.com/banchero-costa-weekly-market-report-week-31-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Bancosta-Weekly-2026-31.pdf,True,reports/shipbrokers\banchero_costa\2026\banchero_costa_2026_W31_Bancosta-Weekly-2026-31.pdf,869663.0,cached
1143414,Xclusiv Shipbrokers Weekly 03rd August 2026,2026-08-04,2026,,Xclusiv Shipbrokers,https://www.hellenicshippingnews.com/xclusiv-shipbrokers-weekly-03rd-august-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/xclusiv-2026_08_03.pdf,True,reports/shipbrokers\xclusiv\2026\xclusiv_2026_xclusiv-2026_08_03.pdf,1832921.0,cached
1143274,ISM coasters and mini bulkers – Week 31,2026-08-03,2026,W31,ISM (Intership Navigation),https://www.hellenicshippingnews.com/ism-coasters-and-mini-bulkers-week-31-3/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/ISM_Handy_week31.pdf,True,reports/shipbrokers\ism\2026\ism_2026_W31_ISM_Handy_week31.pdf,206285.0,cached
1143329,"Carriers Sales &#038; Purchase Market Report, Week 31",2026-08-03,2026,W31,Carriers Chartering,https://www.hellenicshippingnews.com/carriers-sales-purchase-market-report-week-31-3/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/WK-31-26-CARRIERS_SP-MARKET-REPORT.pdf,True,reports/shipbrokers\carriers\2026\carriers_2026_W31_WK-31-26-CARRIERS_SP-MARKET-REPORT.pdf,335069.0,cached
1143327,SSY PACIFIC CAPESIZE INDEX 03 AUGUST 2026,2026-08-03,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-pacific-capesize-index-03-august-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/20260731-Pacific-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260731-Pacific-Capesize-Report.pdf,117094.0,cached
1143328,SSY ATLANTIC CAPESIZE INDEX 03 AUGUST 2026,2026-08-03,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-atlantic-capesize-index-03-august-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/20260731-Atlantic-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260731-Atlantic-Capesize-Report.pdf,117060.0,cached
1143275,Star Asia Shipbroking Weekly Market Report – WEEK 31,2026-08-03,2026,W31,Star Asia Shipbroking,https://www.hellenicshippingnews.com/star-asia-shipbroking-weekly-market-report-week-31-5/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/08/Market-Report-Week-31.pdf,True,reports/shipbrokers\star_asia\2026\star_asia_2026_W31_Market-Report-Week-31.pdf,659311.0,cached
1143197,Gibson tanker report – Prisoners of Geography,2026-08-01,2026,,Gibson Shipbrokers,https://www.hellenicshippingnews.com/gibson-tanker-report-prisoners-of-geography/,,False,,0.0,no_pdf_published
