Rate Date,Premium/Discount
05-12-2019,-0.18%
06-12-2019,0.03%
09-12-2019,-0.20%
10-12-2019,-0.73%
11-12-2019,0.43%
12-12-2019,0.31%
13-12-2019,0.50%
16-12-2019,0.40%
17-12-2019,0.08%
18-12-2019,0.16%
19-12-2019,0.45%
20-12-2019,0.50%
23-12-2019,-0.09%
24-12-2019,-0.01%
26-12-2019,0.88%
27-12-2019,0.47%
30-12-2019,0.09%
31-12-2019,0.50%
02-01-2020,0.36%
03-01-2020,1.04%
06-01-2020,1.14%
07-01-2020,-2.53%
08-01-2020,0.58%
09-01-2020,-1.11%
10-01-2020,1.95%
13-01-2020,1.44%
14-01-2020,0.83%
15-01-2020,1.28%
16-01-2020,1.22%
17-01-2020,0.22%
21-01-2020,1.48%
22-01-2020,3.35%
23-01-2020,3.53%
24-01-2020,3.00%
27-01-2020,3.62%
28-01-2020,3.71%
29-01-2020,5.42%
30-01-2020,5.11%
31-01-2020,5.57%
03-02-2020,4.08%
04-02-2020,4.32%
05-02-2020,3.93%
06-02-2020,4.42%
07-02-2020,5.95%
10-02-2020,4.98%
11-02-2020,4.85%
12-02-2020,4.80%
13-02-2020,5.73%
14-02-2020,6.15%
18-02-2020,6.72%
19-02-2020,4.62%
20-02-2020,4.53%
21-02-2020,4.34%
24-02-2020,4.09%
25-02-2020,4.74%
26-02-2020,4.98%
27-02-2020,5.09%
28-02-2020,5.01%
02-03-2020,5.48%
03-03-2020,4.00%
04-03-2020,4.38%
05-03-2020,4.29%
06-03-2020,4.67%
09-03-2020,6.23%
10-03-2020,5.05%
11-03-2020,4.41%
12-03-2020,4.71%
13-03-2020,6.03%
16-03-2020,7.45%
17-03-2020,5.77%
18-03-2020,-1.15%
19-03-2020,-0.57%
20-03-2020,-0.73%
23-03-2020,0.17%
24-03-2020,-0.30%
25-03-2020,-1.14%
26-03-2020,4.11%
27-03-2020,4.13%
30-03-2020,3.96%
31-03-2020,-1.63%
01-04-2020,1.67%
02-04-2020,-0.13%
03-04-2020,1.30%
06-04-2020,1.18%
07-04-2020,0.32%
08-04-2020,1.00%
09-04-2020,2.11%
13-04-2020,1.70%
14-04-2020,3.83%
15-04-2020,2.28%
16-04-2020,2.10%
17-04-2020,2.90%
20-04-2020,0.98%
21-04-2020,2.58%
22-04-2020,4.32%
23-04-2020,1.44%
24-04-2020,-0.28%
27-04-2020,-0.01%
28-04-2020,3.53%
29-04-2020,5.25%
30-04-2020,5.32%
01-05-2020,3.42%
04-05-2020,3.47%
05-05-2020,4.08%
06-05-2020,3.70%
07-05-2020,4.17%
08-05-2020,4.61%
11-05-2020,6.00%
12-05-2020,3.53%
13-05-2020,0.98%
14-05-2020,3.09%
15-05-2020,4.66%
18-05-2020,4.16%
19-05-2020,4.31%
20-05-2020,4.01%
21-05-2020,4.34%
22-05-2020,4.19%
26-05-2020,3.49%
27-05-2020,4.13%
28-05-2020,2.13%
29-05-2020,3.89%
01-06-2020,0.66%
02-06-2020,4.27%
03-06-2020,3.88%
04-06-2020,1.91%
05-06-2020,3.06%
08-06-2020,4.53%
09-06-2020,-0.12%
10-06-2020,1.71%
11-06-2020,-0.95%
12-06-2020,4.38%
15-06-2020,2.54%
16-06-2020,2.48%
17-06-2020,5.56%
18-06-2020,-1.72%
19-06-2020,0.51%
22-06-2020,-2.03%
23-06-2020,1.21%
24-06-2020,-3.19%
25-06-2020,-4.85%
26-06-2020,0.05%
29-06-2020,-3.97%
30-06-2020,-4.04%
01-07-2020,-4.88%
02-07-2020,-3.99%
06-07-2020,-0.61%
07-07-2020,2.16%
08-07-2020,3.68%
09-07-2020,0.76%
10-07-2020,-2.45%
13-07-2020,-2.64%
14-07-2020,-1.54%
15-07-2020,-3.79%
16-07-2020,-1.37%
17-07-2020,-3.15%
20-07-2020,-2.44%
21-07-2020,-2.89%
22-07-2020,-3.83%
23-07-2020,0.45%
24-07-2020,3.79%
27-07-2020,1.93%
28-07-2020,0.88%
29-07-2020,4.20%
30-07-2020,1.42%
31-07-2020,0.14%
03-08-2020,-3.47%
04-08-2020,-1.02%
05-08-2020,-2.51%
06-08-2020,-1.43%
07-08-2020,-1.50%
10-08-2020,-2.18%
11-08-2020,1.62%
12-08-2020,-0.37%
13-08-2020,-0.69%
14-08-2020,-0.44%
17-08-2020,-0.84%
18-08-2020,-0.36%
19-08-2020,-1.23%
20-08-2020,-2.06%
21-08-2020,-2.16%
24-08-2020,-1.72%
25-08-2020,-1.70%
26-08-2020,-1.22%
27-08-2020,-0.31%
28-08-2020,0.45%
31-08-2020,-2.39%
01-09-2020,-1.98%
02-09-2020,-3.00%
03-09-2020,-2.87%
04-09-2020,-1.18%
08-09-2020,-1.92%
09-09-2020,-0.83%
10-09-2020,1.33%
11-09-2020,1.69%
14-09-2020,0.67%
15-09-2020,-0.53%
16-09-2020,1.16%
17-09-2020,0.48%
18-09-2020,-1.68%
21-09-2020,-1.11%
22-09-2020,-2.16%
23-09-2020,-1.87%
24-09-2020,-0.49%
25-09-2020,-1.89%
28-09-2020,-1.89%
29-09-2020,-1.81%
30-09-2020,0.01%
01-10-2020,-1.03%
02-10-2020,-1.98%
05-10-2020,-1.02%
06-10-2020,-2.30%
07-10-2020,-1.93%
08-10-2020,-1.83%
09-10-2020,-1.96%
12-10-2020,-1.00%
13-10-2020,-1.52%
14-10-2020,-0.92%
15-10-2020,1.38%
16-10-2020,-2.13%
19-10-2020,0.09%
20-10-2020,1.62%
21-10-2020,0.77%
22-10-2020,-2.88%
23-10-2020,-1.89%
26-10-2020,-2.72%
27-10-2020,-2.38%
28-10-2020,-1.33%
29-10-2020,-1.29%
30-10-2020,-1.54%
02-11-2020,-0.74%
03-11-2020,2.41%
04-11-2020,-2.43%
05-11-2020,0.79%
06-11-2020,1.37%
09-11-2020,2.13%
10-11-2020,1.49%
11-11-2020,-0.75%
12-11-2020,-1.62%
13-11-2020,-1.64%
16-11-2020,0.61%
17-11-2020,-0.72%
18-11-2020,-0.65%
19-11-2020,0.85%
20-11-2020,0.59%
23-11-2020,-0.14%
24-11-2020,1.43%
25-11-2020,0.24%
27-11-2020,1.63%
30-11-2020,0.87%
01-12-2020,1.76%
02-12-2020,1.33%
03-12-2020,-0.08%
04-12-2020,0.21%
07-12-2020,-1.28%
08-12-2020,-0.92%
09-12-2020,0.10%
10-12-2020,0.68%
11-12-2020,0.53%
14-12-2020,-0.86%
15-12-2020,0.96%
16-12-2020,-1.61%
17-12-2020,-0.18%
18-12-2020,0.28%
21-12-2020,-1.21%
22-12-2020,-1.19%
23-12-2020,1.15%
24-12-2020,2.21%
28-12-2020,0.17%
29-12-2020,-3.81%
30-12-2020,-4.59%
31-12-2020,-2.92%
04-01-2021,-2.75%
05-01-2021,-4.06%
06-01-2021,-2.39%
07-01-2021,-3.85%
08-01-2021,-0.08%
11-01-2021,0.59%
12-01-2021,0.37%
13-01-2021,-0.87%
14-01-2021,-1.32%
15-01-2021,-0.44%
19-01-2021,-1.12%
20-01-2021,-2.48%
21-01-2021,1.64%
22-01-2021,1.12%
25-01-2021,1.25%
26-01-2021,-1.74%
27-01-2021,-2.49%
28-01-2021,-1.49%
29-01-2021,-0.90%
01-02-2021,0.63%
02-02-2021,1.61%
03-02-2021,-2.02%
04-02-2021,0.11%
05-02-2021,1.11%
08-02-2021,1.08%
09-02-2021,-0.44%
10-02-2021,1.58%
11-02-2021,0.73%
12-02-2021,2.58%
16-02-2021,1.68%
17-02-2021,2.31%
18-02-2021,1.57%
19-02-2021,3.00%
22-02-2021,1.79%
23-02-2021,0.96%
24-02-2021,3.16%
25-02-2021,1.81%
26-02-2021,-1.02%
01-03-2021,0.74%
02-03-2021,0.67%
03-03-2021,2.25%
04-03-2021,1.11%
05-03-2021,2.19%
08-03-2021,2.38%
09-03-2021,-2.25%
10-03-2021,-2.31%
11-03-2021,0.82%
12-03-2021,1.16%
15-03-2021,2.92%
16-03-2021,2.01%
17-03-2021,3.14%
18-03-2021,2.94%
19-03-2021,-1.38%
22-03-2021,-1.80%
23-03-2021,-3.26%
24-03-2021,1.36%
25-03-2021,3.27%
26-03-2021,0.16%
29-03-2021,-1.57%
30-03-2021,-0.28%
31-03-2021,0.66%
01-04-2021,2.19%
05-04-2021,3.75%
06-04-2021,-0.28%
07-04-2021,-1.40%
08-04-2021,0.02%
09-04-2021,1.62%
12-04-2021,-0.58%
13-04-2021,-1.70%
14-04-2021,-1.15%
15-04-2021,0.70%
16-04-2021,-0.70%
19-04-2021,-1.00%
20-04-2021,-1.37%
21-04-2021,1.67%
22-04-2021,-0.34%
23-04-2021,-0.36%
26-04-2021,1.49%
27-04-2021,1.44%
28-04-2021,2.62%
29-04-2021,1.59%
30-04-2021,1.78%
03-05-2021,3.43%
04-05-2021,1.58%
05-05-2021,2.37%
06-05-2021,-0.61%
07-05-2021,1.64%
10-05-2021,1.56%
11-05-2021,2.01%
12-05-2021,-1.23%
13-05-2021,-0.76%
14-05-2021,-1.61%
17-05-2021,-1.95%
18-05-2021,1.05%
19-05-2021,-0.74%
20-05-2021,0.95%
21-05-2021,1.76%
24-05-2021,0.75%
25-05-2021,-1.13%
26-05-2021,0.24%
27-05-2021,0.57%
28-05-2021,-0.71%
01-06-2021,-0.79%
02-06-2021,-2.02%
03-06-2021,-1.02%
04-06-2021,-0.55%
07-06-2021,-0.05%
08-06-2021,-0.54%
09-06-2021,-1.12%
10-06-2021,0.97%
11-06-2021,0.08%
14-06-2021,-0.60%
15-06-2021,1.21%
16-06-2021,1.34%
17-06-2021,-1.13%
18-06-2021,-0.40%
21-06-2021,-0.34%
22-06-2021,-0.39%
23-06-2021,0.61%
24-06-2021,1.41%
25-06-2021,1.06%
28-06-2021,-0.72%
29-06-2021,-0.53%
30-06-2021,1.66%
01-07-2021,0.41%
02-07-2021,0.43%
06-07-2021,-0.66%
07-07-2021,-0.50%
08-07-2021,-0.72%
09-07-2021,-0.56%
12-07-2021,-0.73%
13-07-2021,0.37%
14-07-2021,-0.23%
15-07-2021,-0.53%
16-07-2021,-1.06%
19-07-2021,-0.96%
20-07-2021,-0.19%
21-07-2021,0.15%
22-07-2021,0.03%
23-07-2021,0.31%
26-07-2021,0.25%
27-07-2021,-0.56%
28-07-2021,-0.03%
29-07-2021,-0.11%
30-07-2021,-1.02%
02-08-2021,-0.11%
03-08-2021,-0.47%
04-08-2021,0.28%
05-08-2021,-0.82%
06-08-2021,-0.37%
09-08-2021,-0.32%
10-08-2021,-0.07%
11-08-2021,-0.20%
12-08-2021,0.29%
13-08-2021,-0.90%
16-08-2021,0.23%
17-08-2021,-0.61%
18-08-2021,-0.63%
19-08-2021,-0.38%
20-08-2021,0.44%
23-08-2021,0.41%
24-08-2021,0.25%
25-08-2021,-0.35%
26-08-2021,0.69%
27-08-2021,0.60%
30-08-2021,0.43%
31-08-2021,0.48%
01-09-2021,-0.34%
02-09-2021,0.19%
03-09-2021,-0.51%
07-09-2021,-0.55%
08-09-2021,-0.06%
09-09-2021,0.49%
10-09-2021,0.44%
13-09-2021,0.28%
14-09-2021,0.10%
15-09-2021,0.75%
16-09-2021,0.24%
17-09-2021,-0.35%
20-09-2021,-1.00%
21-09-2021,-0.56%
22-09-2021,-0.60%
23-09-2021,0.43%
24-09-2021,0.41%
27-09-2021,1.06%
28-09-2021,1.02%
29-09-2021,0.20%
30-09-2021,1.08%
01-10-2021,0.48%
04-10-2021,0.81%
05-10-2021,0.66%
06-10-2021,0.80%
07-10-2021,0.67%
08-10-2021,0.91%
11-10-2021,0.66%
12-10-2021,-0.67%
13-10-2021,-0.26%
14-10-2021,-0.39%
15-10-2021,-1.06%
18-10-2021,0.96%
19-10-2021,-0.43%
20-10-2021,-0.06%
21-10-2021,-0.16%
22-10-2021,-0.55%
25-10-2021,-0.95%
26-10-2021,-0.99%
27-10-2021,1.03%
28-10-2021,1.02%
29-10-2021,-0.83%
01-11-2021,-0.55%
02-11-2021,-0.61%
03-11-2021,-1.08%
04-11-2021,0.97%
05-11-2021,-0.47%
08-11-2021,0.63%
09-11-2021,1.00%
10-11-2021,0.60%
11-11-2021,0.68%
12-11-2021,1.09%
15-11-2021,0.07%
16-11-2021,-1.86%
17-11-2021,0.18%
18-11-2021,0.57%
19-11-2021,0.58%
22-11-2021,0.60%
23-11-2021,0.01%
24-11-2021,2.15%
26-11-2021,-0.85%
29-11-2021,1.23%
30-11-2021,-0.76%
01-12-2021,0.01%
02-12-2021,1.13%
03-12-2021,0.57%
06-12-2021,-0.76%
07-12-2021,0.42%
08-12-2021,-1.04%
09-12-2021,-0.74%
10-12-2021,0.22%
13-12-2021,-0.45%
14-12-2021,-5.60%
15-12-2021,1.05%
16-12-2021,-0.69%
17-12-2021,-0.44%
20-12-2021,0.58%
21-12-2021,-0.78%
22-12-2021,0.86%
23-12-2021,1.06%
27-12-2021,0.37%
28-12-2021,-0.25%
29-12-2021,1.26%
30-12-2021,0.62%
31-12-2021,-0.54%
03-01-2022,-1.43%
04-01-2022,-0.88%
05-01-2022,-0.95%
06-01-2022,0.72%
07-01-2022,0.87%
10-01-2022,0.18%
11-01-2022,0.96%
12-01-2022,0.59%
13-01-2022,0.30%
14-01-2022,1.12%
18-01-2022,2.28%
19-01-2022,1.07%
20-01-2022,1.48%
21-01-2022,-0.05%
24-01-2022,0.15%
25-01-2022,1.07%
26-01-2022,0.76%
27-01-2022,-0.79%
28-01-2022,-0.82%
31-01-2022,0.43%
01-02-2022,0.34%
02-02-2022,1.38%
03-02-2022,0.92%
04-02-2022,1.00%
07-02-2022,0.97%
08-02-2022,0.63%
09-02-2022,1.32%
10-02-2022,1.36%
11-02-2022,0.07%
14-02-2022,-2.06%
15-02-2022,-0.60%
16-02-2022,0.75%
17-02-2022,0.25%
18-02-2022,-0.19%
22-02-2022,-0.69%
23-02-2022,-0.65%
24-02-2022,1.27%
25-02-2022,0.29%
28-02-2022,-0.18%
01-03-2022,0.83%
02-03-2022,0.39%
03-03-2022,-0.88%
04-03-2022,-0.04%
07-03-2022,0.57%
08-03-2022,0.51%
09-03-2022,-0.79%
10-03-2022,1.20%
11-03-2022,1.30%
14-03-2022,-0.74%
15-03-2022,-1.30%
16-03-2022,0.44%
17-03-2022,-0.59%
18-03-2022,-0.16%
21-03-2022,-1.51%
22-03-2022,-0.99%
23-03-2022,-0.07%
24-03-2022,-0.46%
25-03-2022,-0.70%
28-03-2022,0.60%
29-03-2022,0.09%
30-03-2022,1.25%
31-03-2022,0.61%
01-04-2022,0.61%
04-04-2022,-0.86%
05-04-2022,-0.69%
06-04-2022,-1.24%
07-04-2022,0.48%
08-04-2022,0.54%
11-04-2022,0.00%
12-04-2022,-0.22%
13-04-2022,0.59%
14-04-2022,0.87%
18-04-2022,1.15%
19-04-2022,0.52%
20-04-2022,0.44%
21-04-2022,-0.39%
22-04-2022,-0.59%
25-04-2022,-0.44%
26-04-2022,0.29%
27-04-2022,0.51%
28-04-2022,-0.39%
29-04-2022,0.19%
02-05-2022,0.25%
03-05-2022,0.94%
04-05-2022,0.36%
05-05-2022,-0.44%
06-05-2022,0.10%
09-05-2022,-0.66%
10-05-2022,-0.41%
11-05-2022,-0.81%
12-05-2022,-1.01%
13-05-2022,0.46%
16-05-2022,0.35%
17-05-2022,-0.13%
18-05-2022,0.43%
19-05-2022,0.58%
20-05-2022,1.43%
23-05-2022,1.43%
24-05-2022,0.32%
25-05-2022,-0.27%
26-05-2022,0.72%
27-05-2022,1.09%
31-05-2022,0.76%
01-06-2022,0.45%
02-06-2022,1.00%
03-06-2022,1.07%
06-06-2022,-0.04%
07-06-2022,0.37%
08-06-2022,-0.88%
09-06-2022,0.46%
10-06-2022,0.58%
13-06-2022,-0.60%
14-06-2022,0.10%
15-06-2022,0.63%
16-06-2022,-0.30%
17-06-2022,0.28%
21-06-2022,0.98%
22-06-2022,-0.61%
23-06-2022,-0.63%
24-06-2022,-0.15%
27-06-2022,-0.66%
28-06-2022,-0.25%
29-06-2022,0.70%
30-06-2022,0.51%
01-07-2022,0.53%
05-07-2022,0.66%
06-07-2022,-0.86%
07-07-2022,1.12%
08-07-2022,-0.84%
11-07-2022,-0.56%
12-07-2022,-0.51%
13-07-2022,-0.13%
14-07-2022,-0.46%
15-07-2022,0.76%
18-07-2022,0.62%
19-07-2022,-1.28%
20-07-2022,-1.29%
21-07-2022,-0.37%
22-07-2022,-0.35%
25-07-2022,-0.21%
26-07-2022,1.06%
27-07-2022,1.67%
28-07-2022,1.00%
29-07-2022,0.74%
01-08-2022,0.38%
02-08-2022,1.17%
03-08-2022,2.04%
04-08-2022,1.87%
05-08-2022,1.58%
08-08-2022,1.07%
09-08-2022,1.14%
10-08-2022,1.23%
11-08-2022,1.15%
12-08-2022,1.30%
15-08-2022,1.08%
16-08-2022,1.49%
17-08-2022,0.99%
18-08-2022,1.06%
19-08-2022,0.67%
22-08-2022,0.98%
23-08-2022,1.46%
24-08-2022,1.22%
25-08-2022,1.66%
26-08-2022,1.23%
29-08-2022,0.55%
30-08-2022,1.71%
31-08-2022,3.28%
01-09-2022,6.10%
