date,port,total_throughput_mt,iron_ore_exports_mt,destinations_t,mom_pct,yoy_pct,provenance
2004-06-01,Port of Dampier,7.74,6.237,,8.77,1.28,live_ppa_dampier_wayback
2004-07-01,Port of Dampier,7.562,6.031,,-3.3,-2.88,live_ppa_dampier_wayback
2004-08-01,Port of Dampier,8.193,6.728,,11.56,11.63,live_ppa_dampier_wayback
2004-09-01,Port of Dampier,7.207,5.81,,-13.64,-5.65,live_ppa_dampier_wayback
2004-10-01,Port of Dampier,8.443,6.915,,19.02,12.24,live_ppa_dampier_wayback
2004-11-01,Port of Dampier,7.63,6.068,,-12.25,-9.15,live_ppa_dampier_wayback
2004-12-01,Port of Dampier,8.731,6.804,,12.13,6.73,live_ppa_dampier_wayback
2005-01-01,Port of Dampier,8.363,6.62,,-2.7,5.9,live_ppa_dampier_wayback
2005-02-01,Port of Dampier,7.631,6.011,,-9.2,8.38,live_ppa_dampier_wayback
2005-03-01,Port of Dampier,7.695,5.925,,-1.43,17.0,live_ppa_dampier_wayback
2005-04-01,Port of Dampier,8.124,6.003,,1.32,20.04,live_ppa_dampier_wayback
2005-05-01,Port of Dampier,8.414,6.588,,9.75,14.89,live_ppa_dampier_wayback
2005-06-01,Port of Dampier,7.832,6.344,,-3.7,1.72,live_ppa_dampier_wayback
2005-07-01,Port of Dampier,8.217,6.316,,-0.44,4.73,live_ppa_dampier_wayback
2005-08-01,Port of Dampier,8.839,7.234,,14.53,7.52,live_ppa_dampier_wayback
2005-09-01,Port of Dampier,9.172,7.688,,6.28,32.32,live_ppa_dampier_wayback
2005-10-01,Port of Dampier,10.009,8.151,,6.02,17.87,live_ppa_dampier_wayback
2005-11-01,Port of Dampier,9.706,7.878,,-3.35,29.83,live_ppa_dampier_wayback
2005-12-01,Port of Dampier,10.624,8.666,,10.0,27.37,live_ppa_dampier_wayback
2006-01-01,Port of Dampier,9.768,7.981,,-7.9,20.56,live_ppa_dampier_wayback
2006-02-01,Port of Dampier,7.566,6.083,,-23.78,1.2,live_ppa_dampier_wayback
2006-03-01,Port of Dampier,9.225,7.581,,24.63,27.95,live_ppa_dampier_wayback
2006-04-01,Port of Dampier,7.991,6.409,,-15.46,6.76,live_ppa_dampier_wayback
2006-05-01,Port of Dampier,9.92,8.27,,29.04,25.53,live_ppa_dampier_wayback
2006-06-01,Port of Dampier,9.033,7.043,,-14.84,11.02,live_ppa_dampier_wayback
2006-07-01,Port of Dampier,10.975,8.922,,26.68,41.26,live_ppa_dampier_wayback
2006-08-01,Port of Dampier,9.564,7.95,,-10.89,9.9,live_ppa_dampier_wayback
2006-09-01,Port of Dampier,9.431,8.105,,1.95,5.42,live_ppa_dampier_wayback
2006-10-01,Port of Dampier,12.462,10.283,,26.87,26.16,live_ppa_dampier_wayback
2006-11-01,Port of Dampier,12.049,10.044,,-2.32,27.49,live_ppa_dampier_wayback
2006-12-01,Port of Dampier,10.64,8.49,,-15.47,-2.03,live_ppa_dampier_wayback
2007-01-01,Port of Dampier,10.103,8.297,,-2.27,3.96,live_ppa_dampier_wayback
2007-02-01,Port of Dampier,10.086,8.304,,0.08,36.51,live_ppa_dampier_wayback
2007-03-01,Port of Dampier,10.853,9.268,,11.61,22.25,live_ppa_dampier_wayback
2007-04-01,Port of Dampier,8.591,6.61,,-28.68,3.14,live_ppa_dampier_wayback
2007-05-01,Port of Dampier,10.932,9.129,,38.11,10.39,live_ppa_dampier_wayback
2007-06-01,Port of Dampier,10.439,8.487,,-7.03,20.5,live_ppa_dampier_wayback
2007-07-01,Port of Dampier,9.067,7.113,,-16.19,-20.28,live_ppa_dampier_wayback
2007-08-01,Port of Dampier,11.569,9.511,,33.71,19.64,live_ppa_dampier_wayback
2007-09-01,Port of Dampier,10.683,9.3,,-2.22,14.74,live_ppa_dampier_wayback
2007-10-01,Port of Dampier,12.067,9.898,,6.43,-3.74,live_ppa_dampier_wayback
2007-11-01,Port of Dampier,11.402,9.411,,-4.92,-6.3,live_ppa_dampier_wayback
2007-12-01,Port of Dampier,11.53,9.652,,2.56,13.69,live_ppa_dampier_wayback
2008-01-01,Port of Dampier,12.345,10.753,,11.41,29.6,live_ppa_dampier_wayback
2008-02-01,Port of Dampier,9.68,7.815,,-27.32,-5.89,live_ppa_dampier_wayback
2008-03-01,Port of Dampier,11.138,9.428,,20.64,1.73,live_ppa_dampier_wayback
2008-04-01,Port of Dampier,10.704,8.72,,-7.51,31.92,live_ppa_dampier_wayback
2008-05-01,Port of Dampier,12.091,10.505,,20.47,15.07,live_ppa_dampier_wayback
2008-06-01,Port of Dampier,11.673,10.07,,-4.14,18.65,live_ppa_dampier_wayback
2008-07-01,Port of Dampier,12.45,10.632,,5.58,49.47,live_ppa_dampier_wayback
2008-08-01,Port of Dampier,12.662,10.771,,1.31,13.25,live_ppa_dampier_wayback
2008-09-01,Port of Dampier,13.284,11.523,,6.98,23.9,live_ppa_dampier_wayback
2008-10-01,Port of Dampier,13.433,11.602,,0.69,17.22,live_ppa_dampier_wayback
2008-11-01,Port of Dampier,7.661,5.412,,-53.35,-42.49,live_ppa_dampier_wayback
2008-12-01,Port of Dampier,9.121,7.008,,29.49,-27.39,live_ppa_dampier_wayback
2009-01-01,Port of Dampier,11.012,8.793,,25.47,-18.23,live_ppa_dampier_wayback
2009-02-01,Port of Dampier,8.893,7.089,,-19.38,-9.29,live_ppa_dampier_wayback
2009-03-01,Port of Dampier,12.161,10.08,,42.19,6.92,live_ppa_dampier_wayback
2009-04-01,Port of Dampier,13.486,11.403,,13.13,30.77,live_ppa_dampier_wayback
2009-05-01,Port of Dampier,13.368,11.342,,-0.53,7.97,live_ppa_dampier_wayback
2009-06-01,Port of Dampier,13.293,10.894,,-3.95,8.18,live_ppa_dampier_wayback
2009-07-01,Port of Dampier,14.292,11.535,,5.88,8.49,live_ppa_dampier_wayback
2009-08-01,Port of Dampier,15.059,12.271,,6.38,13.93,live_ppa_dampier_wayback
2009-09-01,Port of Dampier,13.711,11.541,,-5.95,0.16,live_ppa_dampier_wayback
2009-10-01,Port of Dampier,14.307,11.96,,3.63,3.09,live_ppa_dampier_wayback
2009-11-01,Port of Dampier,14.254,11.693,,-2.23,116.06,live_ppa_dampier_wayback
2009-12-01,Port of Dampier,15.387,12.652,,8.2,80.54,live_ppa_dampier_wayback
2010-01-01,Port of Dampier,14.666,12.171,,-3.8,38.42,live_ppa_dampier_wayback
2010-02-01,Port of Dampier,13.473,11.123,,-8.61,56.91,live_ppa_dampier_wayback
2010-03-01,Port of Dampier,13.996,11.581,,4.12,14.89,live_ppa_dampier_wayback
2010-04-01,Port of Dampier,14.207,11.919,,2.92,4.53,live_ppa_dampier_wayback
2010-05-01,Port of Dampier,12.892,10.787,,-9.5,-4.89,live_ppa_dampier_wayback
2010-06-01,Port of Dampier,14.489,12.027,,11.5,10.4,live_ppa_dampier_wayback
2010-07-01,Port of Dampier,14.249,11.599,,-3.56,0.55,live_ppa_dampier_wayback
2010-08-01,Port of Dampier,13.843,11.51,,-0.77,-6.2,live_ppa_dampier_wayback
2010-09-01,Port of Dampier,13.837,11.828,,2.76,2.49,live_ppa_dampier_wayback
2010-10-01,Port of Dampier,15.311,12.656,,7.0,5.82,live_ppa_dampier_wayback
2010-11-01,Port of Dampier,14.889,12.422,,-1.85,6.23,live_ppa_dampier_wayback
2010-12-01,Port of Dampier,14.506,11.871,,-4.44,-6.17,live_ppa_dampier_wayback
2011-01-01,Port of Dampier,13.437,11.022,,-7.15,-9.44,live_ppa_dampier_wayback
2011-02-01,Port of Dampier,10.428,8.359,,-24.16,-24.85,live_ppa_dampier_wayback
2011-03-01,Port of Dampier,13.684,11.306,,35.26,-2.37,live_ppa_dampier_wayback
2011-04-01,Port of Dampier,13.884,11.647,,3.02,-2.28,live_ppa_dampier_wayback
2011-05-01,Port of Dampier,13.422,11.062,,-5.02,2.55,live_ppa_dampier_wayback
2011-06-01,Port of Dampier,13.536,11.004,,-0.52,-8.51,live_ppa_dampier_wayback
2011-07-01,Port of Dampier,14.243,12.086,,9.83,4.2,live_ppa_dampier_wayback
2011-08-01,Port of Dampier,16.055,13.825,,14.39,20.11,live_ppa_dampier_wayback
2011-09-01,Port of Dampier,14.01,12.134,,-12.23,2.59,live_ppa_dampier_wayback
2011-10-01,Port of Dampier,16.073,13.884,,14.42,9.7,live_ppa_dampier_wayback
2011-11-01,Port of Dampier,14.111,11.684,,-15.85,-5.94,live_ppa_dampier_wayback
2011-12-01,Port of Dampier,15.715,13.45,,15.11,13.3,live_ppa_dampier_wayback
2012-01-01,Port of Dampier,11.875,9.706,,-27.84,-11.94,live_ppa_dampier_wayback
2012-02-01,Port of Dampier,13.515,11.404,,17.49,36.43,live_ppa_dampier_wayback
2012-03-01,Port of Dampier,12.854,10.837,,-4.97,-4.15,live_ppa_dampier_wayback
2012-04-01,Port of Dampier,14.247,12.248,,13.02,5.16,live_ppa_dampier_wayback
2012-05-01,Port of Dampier,14.689,12.486,,1.94,12.87,live_ppa_dampier_wayback
2012-06-01,Port of Dampier,14.455,11.999,,-3.9,9.04,live_ppa_dampier_wayback
2012-07-01,Port of Dampier,15.697,12.785,,6.55,5.78,live_ppa_dampier_wayback
2012-08-01,Port of Dampier,16.086,12.44,,-2.7,-10.02,live_ppa_dampier_wayback
2012-09-01,Port of Dampier,15.5,13.15,,5.71,8.37,live_ppa_dampier_wayback
2012-10-01,Port of Dampier,15.471,12.818,,-2.52,-7.68,live_ppa_dampier_wayback
2012-11-01,Port of Dampier,14.29,11.8,,-7.94,0.99,live_ppa_dampier_wayback
2012-12-01,Port of Dampier,16.517,14.039,,18.97,4.38,live_ppa_dampier_wayback
2013-01-01,Port of Dampier,13.531,10.788,,-23.16,11.15,live_ppa_dampier_wayback
2013-02-01,Port of Dampier,13.339,10.814,,0.24,-5.17,live_ppa_dampier_wayback
2013-03-01,Port of Dampier,15.488,12.657,,17.04,16.79,live_ppa_dampier_wayback
2013-04-01,Port of Dampier,15.776,13.365,,5.59,9.12,live_ppa_dampier_wayback
2013-05-01,Port of Dampier,15.203,12.859,,-3.79,2.99,live_ppa_dampier_wayback
2013-06-01,Port of Dampier,13.467,10.866,,-15.5,-9.44,live_ppa_dampier_wayback
2013-07-01,Port of Dampier,15.313,12.53,,15.31,-1.99,live_ppa_dampier_wayback
2013-08-01,Port of Dampier,16.216,13.758,,9.8,10.59,live_ppa_dampier_wayback
2013-09-01,Port of Dampier,15.911,13.192,,-4.11,0.32,live_ppa_dampier_wayback
2013-10-01,Port of Dampier,14.622,11.976,,-9.22,-6.57,live_ppa_dampier_wayback
2013-11-01,Port of Dampier,13.339,10.728,,-10.42,-9.08,live_ppa_dampier_wayback
2013-12-01,Port of Dampier,15.89,13.03,,21.46,-7.19,live_ppa_dampier_wayback
2014-01-01,Port of Dampier,13.045,10.454,,-19.77,-3.1,live_ppa_dampier_wayback
2014-02-01,Port of Dampier,14.061,11.485,,9.86,6.2,live_ppa_dampier_wayback
2014-03-01,Port of Dampier,14.635,11.828,,2.99,-6.55,live_ppa_dampier_wayback
2014-04-01,Port of Dampier,14.568,12.215,,3.27,-8.6,live_ppa_dampier_wayback
2014-05-01,Port of Dampier,15.011,12.604,,3.18,-1.98,live_ppa_dampier_wayback
2014-06-01,Port of Dampier,14.918,12.359,,-1.94,13.74,live_ppa_dampier_wayback
2014-07-01,Port of Dampier,16.156,13.057,,5.65,4.21,live_ppa_dampier_wayback
2014-08-01,Port of Dampier,16.2,13.639,,4.46,-0.86,live_ppa_dampier_wayback
2014-09-01,Port of Dampier,15.336,12.194,,-10.59,-7.57,live_ppa_dampier_wayback
2014-10-01,Port of Dampier,15.232,12.486,,2.39,4.26,live_ppa_dampier_wayback
2014-11-01,Port of Dampier,14.28,11.489,,-7.98,7.09,live_ppa_dampier_wayback
2014-12-01,Port of Dampier,14.978,12.335,,7.36,-5.33,live_ppa_dampier_wayback
2015-01-01,Port of Dampier,12.847,10.015,,-18.81,-4.2,live_ppa_dampier_wayback
2015-02-01,Port of Dampier,12.734,10.296,,2.81,-10.35,live_ppa_dampier_wayback
2015-03-01,Port of Dampier,13.058,10.569,,2.65,-10.64,live_ppa_dampier_wayback
2015-04-01,Port of Dampier,13.1,10.501,,-0.64,-14.03,live_ppa_dampier_wayback
2015-05-01,Port of Dampier,13.648,11.782,,12.2,-6.52,live_ppa_dampier_wayback
2015-06-01,Port of Dampier,15.232,12.74,,8.13,3.08,live_ppa_dampier_wayback
2015-07-01,Port of Dampier,15.628,12.858,,0.93,-1.52,live_ppa_dampier_wayback
2015-08-01,Port of Dampier,13.532,10.727,,-16.57,-21.35,live_ppa_dampier_wayback
2015-09-01,Port of Dampier,14.442,12.351,,15.14,1.29,live_ppa_dampier_wayback
2015-10-01,Port of Dampier,15.245,12.421,,0.57,-0.52,live_ppa_dampier_wayback
2015-11-01,Port of Dampier,14.668,12.073,,-2.8,5.08,live_ppa_dampier_wayback
2015-12-01,Port of Dampier,15.792,12.934,,7.13,4.86,live_ppa_dampier_wayback
2016-01-01,Port of Dampier,12.648,10.462,,-19.11,4.46,live_ppa_dampier_wayback
2016-02-01,Port of Dampier,14.365,11.787,,12.66,14.48,live_ppa_dampier_wayback
2016-03-01,Port of Dampier,13.797,11.017,,-6.53,4.24,live_ppa_dampier_wayback
2016-04-01,Port of Dampier,15.381,12.875,,16.86,22.61,live_ppa_dampier_wayback
2016-05-01,Port of Dampier,13.843,11.775,,-8.54,-0.06,live_ppa_dampier_wayback
2016-06-01,Port of Dampier,13.659,10.842,,-7.92,-14.9,live_ppa_dampier_wayback
2016-07-01,Port of Dampier,13.876,10.95,,1.0,-14.84,live_ppa_dampier_wayback
2016-08-01,Port of Dampier,14.891,11.89,,8.58,10.84,live_ppa_dampier_wayback
2016-09-01,Port of Dampier,13.948,11.11,,-6.56,-10.05,live_ppa_dampier_wayback
2016-10-01,Port of Dampier,15.424,12.587,,13.29,1.34,live_ppa_dampier_wayback
2016-11-01,Port of Dampier,14.722,11.882,,-5.6,-1.58,live_ppa_dampier_wayback
2016-12-01,Port of Dampier,15.875,12.978,,9.22,0.34,live_ppa_dampier_wayback
2017-01-01,Port of Dampier,11.853,9.195,,-29.15,-12.11,live_ppa_dampier_wayback
2017-02-01,Port of Dampier,13.164,10.644,,15.76,-9.7,live_ppa_dampier_wayback
2017-03-01,Port of Dampier,15.343,12.733,,19.63,15.58,live_ppa_dampier_wayback
2017-04-01,Port of Dampier,12.41,10.364,,-18.61,-19.5,live_ppa_dampier_wayback
2017-05-01,Port of Dampier,14.352,11.542,,11.37,-1.98,live_ppa_dampier_wayback
2017-06-01,Port of Dampier,11.828,9.143,,-20.78,-15.67,live_ppa_dampier_wayback
2017-07-01,Port of Dampier,14.208,11.303,,23.62,3.22,live_ppa_dampier_wayback
2017-08-01,Port of Dampier,14.446,11.814,,4.52,-0.64,live_ppa_dampier_wayback
2017-09-01,Port of Dampier,15.361,13.079,,10.71,17.72,live_ppa_dampier_wayback
2017-10-01,Port of Dampier,15.452,12.608,,-3.6,0.17,live_ppa_dampier_wayback
2017-11-01,Port of Dampier,13.631,11.238,,-10.87,-5.42,live_ppa_dampier_wayback
2017-12-01,Port of Dampier,16.707,13.901,,23.7,7.11,live_ppa_dampier_wayback
2018-01-01,Port of Dampier,13.769,11.001,,-20.86,19.64,live_ppa_dampier_wayback
2018-02-01,Port of Dampier,13.804,11.429,,3.89,7.38,live_ppa_dampier_wayback
2018-03-01,Port of Dampier,14.19,11.482,,0.46,-9.82,live_ppa_dampier_wayback
2018-04-01,Port of Dampier,15.21,12.541,,9.22,21.01,live_ppa_dampier_wayback
2018-05-01,Port of Dampier,15.93,13.3,,6.05,15.23,live_ppa_dampier_wayback
2018-06-01,Port of Dampier,14.63,11.925,,-10.34,30.43,live_ppa_dampier_wayback
2020-07-01,Port of Dampier,14.916,12.45,,4.4,10.15,live_ppa_dampier_wayback
2020-08-01,Port of Dampier,13.03,10.46,,-15.98,-11.46,live_ppa_dampier_wayback
2020-09-01,Port of Dampier,14.494,12.11,,15.77,-7.41,live_ppa_dampier_wayback
2020-10-01,Port of Dampier,14.444,11.674,,-3.6,-7.41,live_ppa_dampier_wayback
2020-11-01,Port of Dampier,14.545,11.649,,-0.21,3.66,live_ppa_dampier_wayback
2020-12-01,Port of Dampier,16.39,13.654,,17.21,-1.78,live_ppa_dampier_wayback
2021-01-01,Port of Dampier,13.673,11.21,,-17.9,1.9,live_ppa_dampier_wayback
2021-02-01,Port of Dampier,13.075,10.668,,-4.83,-6.66,live_ppa_dampier_wayback
2021-03-01,Port of Dampier,14.205,11.584,,8.59,0.89,live_ppa_dampier_wayback
2021-04-01,Port of Dampier,13.847,11.199,,-3.32,-10.7,live_ppa_dampier_wayback
2021-05-01,Port of Dampier,13.367,10.678,,-4.65,-19.71,live_ppa_dampier_wayback
2021-06-01,Port of Dampier,11.422,9.263,,-13.25,-22.32,live_ppa_dampier_wayback
2022-07-01,Port of Dampier,14.332,11.413,,23.21,-8.33,live_ppa_dampier_wayback
2022-08-01,Port of Dampier,14.943,12.437,,8.97,18.9,live_ppa_dampier_wayback
2022-09-01,Port of Dampier,14.73,12.029,,-3.28,-0.67,live_ppa_dampier_wayback
2022-10-01,Port of Dampier,14.917,12.257,,1.9,4.99,live_ppa_dampier_wayback
2022-11-01,Port of Dampier,14.868,12.527,,2.2,7.54,live_ppa_dampier_wayback
2022-12-01,Port of Dampier,16.022,13.279,,6.0,-2.75,live_ppa_dampier_wayback
2023-01-01,Port of Dampier,15.251,12.648,,-4.75,12.83,live_ppa_dampier_wayback
2023-02-01,Port of Dampier,14.672,12.274,,-2.96,15.05,live_ppa_dampier_wayback
2023-03-01,Port of Dampier,14.547,12.14,,-1.09,4.8,live_ppa_dampier_wayback
2023-04-01,Port of Dampier,12.793,10.236,,-15.68,-8.6,live_ppa_dampier_wayback
2023-05-01,Port of Dampier,12.864,10.384,,1.45,-2.75,live_ppa_dampier_wayback
2023-06-01,Port of Dampier,14.054,12.004,,15.6,29.59,live_ppa_dampier_wayback
2023-07-01,Port of Dampier,14.022,11.613,,-3.26,1.75,live_ppa_dampier_wayback
2023-08-01,Port of Dampier,13.352,11.154,,-3.95,-10.32,live_ppa_dampier_wayback
2023-09-01,Port of Dampier,13.739,11.963,,7.25,-0.55,live_ppa_dampier_wayback
2023-10-01,Port of Dampier,14.726,12.455,,4.11,1.62,live_ppa_dampier_wayback
2023-11-01,Port of Dampier,14.765,12.324,,-1.05,-1.62,live_ppa_dampier_wayback
2023-12-01,Port of Dampier,15.097,12.662,,2.74,-4.65,live_ppa_dampier_wayback
2024-01-01,Port of Dampier,14.173,11.526,,-8.97,-8.87,live_ppa_dampier_wayback
2024-02-01,Port of Dampier,12.326,10.163,,-11.83,-17.2,live_ppa_dampier_wayback
2024-03-01,Port of Dampier,15.959,13.658,,34.39,12.5,live_ppa_dampier_wayback
2024-04-01,Port of Dampier,14.202,11.888,,-12.96,16.14,live_ppa_dampier_wayback
2024-05-01,Port of Dampier,15.0,12.619,,6.15,21.52,live_ppa_dampier_wayback
2024-07-01,Port of Dampier,14.559,11.968,,-5.16,-0.3,live_ppa_dampier
2024-08-01,Port of Dampier,15.691,13.435,,12.26,15.69,live_ppa_dampier
2024-09-01,Port of Dampier,15.02,13.114,,-2.39,17.57,live_ppa_dampier
2024-10-01,Port of Dampier,14.45,12.2,,-6.97,1.98,live_ppa_dampier
2024-11-01,Port of Dampier,15.23,13.032,,6.82,4.63,live_ppa_dampier
2024-12-01,Port of Dampier,16.047,13.721,,5.29,11.34,live_ppa_dampier
2025-01-01,Port of Dampier,11.886,9.792,,-28.63,-22.67,live_ppa_dampier
2025-02-01,Port of Dampier,10.086,8.233,,-15.92,-28.57,live_ppa_dampier
2025-03-01,Port of Dampier,15.748,13.622,,65.46,34.04,live_ppa_dampier
2025-04-01,Port of Dampier,14.743,12.452,,-8.59,-8.83,live_ppa_dampier
2025-05-01,Port of Dampier,14.169,12.581,,1.04,5.83,live_ppa_dampier
2025-06-01,Port of Dampier,15.035,12.998,,3.31,3.0,live_ppa_dampier
2025-07-01,Port of Dampier,14.492,12.228,,-5.92,2.17,live_ppa_dampier
2025-08-01,Port of Dampier,16.198,13.847,,13.24,3.07,live_ppa_dampier
2025-09-01,Port of Dampier,15.089,13.085,,-5.5,-0.22,live_ppa_dampier
2025-10-01,Port of Dampier,16.937,14.928,,14.08,22.36,live_ppa_dampier
2025-11-01,Port of Dampier,14.193,12.061,,-19.21,-7.45,live_ppa_dampier
2025-12-01,Port of Dampier,17.022,14.975,,24.16,9.14,live_ppa_dampier
2026-01-01,Port of Dampier,14.098,11.984,,-19.97,22.39,live_ppa_dampier
2026-02-01,Port of Dampier,12.526,10.76,,-10.21,30.69,live_ppa_dampier
2026-03-01,Port of Dampier,13.413,11.352,,5.5,-16.66,live_ppa_dampier
2026-04-01,Port of Dampier,15.283,13.507,,18.98,8.47,live_ppa_dampier
2026-05-01,Port of Dampier,13.592,11.936,,-11.63,-5.13,live_ppa_dampier
